term,code,preferred_term,category
Jaw Fixation Technique,D019248,Jaw Fixation Techniques,treatments
"Technique, Jaw Fixation",D019248,Jaw Fixation Techniques,treatments
"Techniques, Jaw Fixation",D019248,Jaw Fixation Techniques,treatments
Jaw Fixation Technics,D019248,Jaw Fixation Techniques,treatments
"Fixation Technic, Jaw",D019248,Jaw Fixation Techniques,treatments
"Fixation Technics, Jaw",D019248,Jaw Fixation Techniques,treatments
Jaw Fixation Technic,D019248,Jaw Fixation Techniques,treatments
"Technic, Jaw Fixation",D019248,Jaw Fixation Techniques,treatments
"Technics, Jaw Fixation",D019248,Jaw Fixation Techniques,treatments
Maxillomandibular Fixation,D019248,Jaw Fixation Techniques,treatments
"Fixation, Maxillomandibular",D019248,Jaw Fixation Techniques,treatments
"Fixations, Maxillomandibular",D019248,Jaw Fixation Techniques,treatments
Maxillomandibular Fixations,D019248,Jaw Fixation Techniques,treatments
"Radiography, Dental, Digital",D019252,"Radiography, Dental, Digital",exams
Dental Digital Radiography,D019252,"Radiography, Dental, Digital",exams
"Radiography, Dental Digital",D019252,"Radiography, Dental, Digital",exams
"Digital Radiography, Dental",D019252,"Radiography, Dental, Digital",exams
Digora,D019252,"Radiography, Dental, Digital",exams
Digoras,D019252,"Radiography, Dental, Digital",exams
Scanora,D019252,"Radiography, Dental, Digital",exams
Scanoras,D019252,"Radiography, Dental, Digital",exams
Sens-A-Ray,D019252,"Radiography, Dental, Digital",exams
SensARay,D019252,"Radiography, Dental, Digital",exams
Sens A Ray,D019252,"Radiography, Dental, Digital",exams
Visualix,D019252,"Radiography, Dental, Digital",exams
Visualices,D019252,"Radiography, Dental, Digital",exams
"Digital Dental Radiography, Direct",D019252,"Radiography, Dental, Digital",exams
Dental Radiovisiography,D019252,"Radiography, Dental, Digital",exams
"Radiovisiography, Dental",D019252,"Radiography, Dental, Digital",exams
Proto-Oncogene Proteins c-bcl-2,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
"c-bcl-2, Proto-Oncogene Proteins",D019253,Proto-Oncogene Proteins c-bcl-2,drugs
Proto Oncogene Proteins c bcl 2,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
bcl-2 Proto-Oncogene Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
bcl 2 Proto Oncogene Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
"Proto-Oncogene Proteins, bcl-2",D019253,Proto-Oncogene Proteins c-bcl-2,drugs
c-bcl-2 Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
c bcl 2 Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
B-Cell Leukemia 2 Family Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
B Cell Leukemia 2 Family Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
BCL2 Family Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
"Family Proteins, BCL2",D019253,Proto-Oncogene Proteins c-bcl-2,drugs
"Proteins, BCL2 Family",D019253,Proto-Oncogene Proteins c-bcl-2,drugs
BCL2 Proteins,D019253,Proto-Oncogene Proteins c-bcl-2,drugs
"Proteins, BCL2",D019253,Proto-Oncogene Proteins c-bcl-2,drugs
NADPH Oxidases,D019255,NADPH Oxidases,drugs
"Oxidases, NADPH",D019255,NADPH Oxidases,drugs
Nox Proteins,D019255,NADPH Oxidases,drugs
NAD(P)H Oxidases,D019255,NADPH Oxidases,drugs
NADPH Oxidase,D019255,NADPH Oxidases,drugs
"Oxidase, NADPH",D019255,NADPH Oxidases,drugs
NAD(P)H oxidase,D019255,NADPH Oxidases,drugs
Cadmium Chloride,D019256,Cadmium Chloride,drugs
"Chloride, Cadmium",D019256,Cadmium Chloride,drugs
CdCl2,D019256,Cadmium Chloride,drugs
Cadmium Dichloride,D019256,Cadmium Chloride,drugs
"Dichloride, Cadmium",D019256,Cadmium Chloride,drugs
Quinpirole,D019257,Quinpirole,drugs
Quinpirole Hydrochloride,D019257,Quinpirole,drugs
Quinpirole Monohydrochloride,D019257,Quinpirole,drugs
Saquinavir,D019258,Saquinavir,drugs
Saquinivir,D019258,Saquinavir,drugs
Saquinavir Monomethanesulfonate,D019258,Saquinavir,drugs
"Monomethanesulfonate, Saquinavir",D019258,Saquinavir,drugs
Saquinavir Mesylate,D019258,Saquinavir,drugs
Ro 31-8959,D019258,Saquinavir,drugs
Ro 318959,D019258,Saquinavir,drugs
Ro 31 8959,D019258,Saquinavir,drugs
Invirase,D019258,Saquinavir,drugs
Lamivudine,D019259,Lamivudine,drugs
"2',3'-Dideoxy-3'-thiacytidine",D019259,Lamivudine,drugs
"2',3' Dideoxy 3' thiacytidine",D019259,Lamivudine,drugs
"2(1H)-Pyrimidinone, 4-amino-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-, (2R-cis)-",D019259,Lamivudine,drugs
3TC Lamivudine,D019259,Lamivudine,drugs
"Lamivudine, 3TC",D019259,Lamivudine,drugs
BCH-189,D019259,Lamivudine,drugs
BCH189,D019259,Lamivudine,drugs
BCH 189,D019259,Lamivudine,drugs
Epivir,D019259,Lamivudine,drugs
"Lamivudine, (2S-cis)-Isomer",D019259,Lamivudine,drugs
GR-109714X,D019259,Lamivudine,drugs
GR 109714X,D019259,Lamivudine,drugs
GR109714X,D019259,Lamivudine,drugs
"Lamivudine, (+)-cis-",D019259,Lamivudine,drugs
"Lamivudine, (+-)-trans-",D019259,Lamivudine,drugs
Dysthymic Disorder,D019263,Dysthymic Disorder,mental_disorders
"Disorder, Dysthymic",D019263,Dysthymic Disorder,mental_disorders
Dysthymic Disorders,D019263,Dysthymic Disorder,mental_disorders
"Persistent Depressive Disorder, Dysthymia",D019263,Dysthymic Disorder,mental_disorders
Dysthymia,D019263,Dysthymic Disorder,mental_disorders
Dysthymia and Chronic Depression,D019263,Dysthymic Disorder,mental_disorders
"Neurotic Depression, Persistent Depressive Disorder",D019263,Dysthymic Disorder,mental_disorders
Adoptive Transfer,D019264,Adoptive Transfer,treatments
Adoptive Transfers,D019264,Adoptive Transfer,treatments
Adoptive Cell Transfer,D019264,Adoptive Transfer,treatments
Adoptive Cell Transfers,D019264,Adoptive Transfer,treatments
"Cell Transfer, Adoptive",D019264,Adoptive Transfer,treatments
"Cell Transfers, Adoptive",D019264,Adoptive Transfer,treatments
"Spectroscopy, Near-Infrared",D019265,"Spectroscopy, Near-Infrared",exams
Near-Infrared Spectroscopies,D019265,"Spectroscopy, Near-Infrared",exams
Near-Infrared Spectroscopy,D019265,"Spectroscopy, Near-Infrared",exams
"Spectroscopies, Near-Infrared",D019265,"Spectroscopy, Near-Infrared",exams
"Spectroscopy, Near Infrared",D019265,"Spectroscopy, Near-Infrared",exams
"Spectrometry, Near-Infrared",D019265,"Spectroscopy, Near-Infrared",exams
Near-Infrared Spectrometries,D019265,"Spectroscopy, Near-Infrared",exams
Near-Infrared Spectrometry,D019265,"Spectroscopy, Near-Infrared",exams
"Spectrometries, Near-Infrared",D019265,"Spectroscopy, Near-Infrared",exams
"Spectrometry, Near Infrared",D019265,"Spectroscopy, Near-Infrared",exams
NIR Spectroscopy,D019265,"Spectroscopy, Near-Infrared",exams
NIR Spectroscopies,D019265,"Spectroscopy, Near-Infrared",exams
"Spectroscopies, NIR",D019265,"Spectroscopy, Near-Infrared",exams
"Spectroscopy, NIR",D019265,"Spectroscopy, Near-Infrared",exams
"Iron, Dietary",D019266,"Iron, Dietary",drugs
Dietary Iron,D019266,"Iron, Dietary",drugs
"Hemagglutinin Glycoproteins, Influenza Virus",D019267,"Hemagglutinin Glycoproteins, Influenza Virus",drugs
"Antibodies, Antineutrophil Cytoplasmic",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
ANCA,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Antineutrophil Cytoplasmic Antibody,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Antibody, Antineutrophil Cytoplasmic",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Cytoplasmic Antibody, Antineutrophil",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Antineutrophil Cytoplasmic Antibodies,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti-Neutrophil Cytoplasmic Antibodies,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti Neutrophil Cytoplasmic Antibodies,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti-Neutrophil Cytoplasmic Antibody,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Antibody, Anti-Neutrophil Cytoplasmic",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti Neutrophil Cytoplasmic Antibody,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Cytoplasmic Antibody, Anti-Neutrophil",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti-Neutrophil Cytoplasmic Autoantibody,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti Neutrophil Cytoplasmic Autoantibody,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Autoantibody, Anti-Neutrophil Cytoplasmic",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Cytoplasmic Autoantibody, Anti-Neutrophil",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Neutrophil Cytoplasmic Autoantibody,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Autoantibody, Neutrophil Cytoplasmic",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Cytoplasmic Autoantibody, Neutrophil",D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti-Neutrophil Cytoplasmic Autoantibodies,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Anti Neutrophil Cytoplasmic Autoantibodies,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
Neutrophil Cytoplasmic Autoantibodies,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
c-ANCA,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
c ANCA,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
p-ANCA,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
p ANCA,D019268,"Antibodies, Antineutrophil Cytoplasmic",drugs
"Phosphatidylinositol 4,5-Diphosphate",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"4,5-Diphosphate, Phosphatidylinositol",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"Phosphatidylinositol 4,5 Diphosphate",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"Phosphatidylinositol 4,5-Biphosphate",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"4,5-Biphosphate, Phosphatidylinositol",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"Phosphatidylinositol 4,5 Biphosphate",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"Phosphatidylinositol Phosphate, PtdIns(4,5)P2",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"Phosphatidylinositol-4,5-Biphosphate",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"PtdIns(4,5)P2",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
PtdInsP2,D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
PtdInsP,D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
"PtIns 4,5-P2",D019269,"Phosphatidylinositol 4,5-Diphosphate",drugs
Fructosamine,D019270,Fructosamine,drugs
D-Isoglucosamine,D019270,Fructosamine,drugs
D Isoglucosamine,D019270,Fructosamine,drugs
Hypoxanthine,D019271,Hypoxanthine,drugs
Leukocyte Elastase,D019272,Leukocyte Elastase,drugs
"Elastase, Leukocyte",D019272,Leukocyte Elastase,drugs
Granulocyte Elastase,D019272,Leukocyte Elastase,drugs
"Elastase, Granulocyte",D019272,Leukocyte Elastase,drugs
Lysosomal Elastase,D019272,Leukocyte Elastase,drugs
"Elastase, Lysosomal",D019272,Leukocyte Elastase,drugs
Neutrophil Elastase,D019272,Leukocyte Elastase,drugs
"Elastase, Neutrophil",D019272,Leukocyte Elastase,drugs
PMN Elastase,D019272,Leukocyte Elastase,drugs
"Elastase, PMN",D019272,Leukocyte Elastase,drugs
Polymorphonuclear Leukocyte Elastase,D019272,Leukocyte Elastase,drugs
"Elastase, Polymorphonuclear Leukocyte",D019272,Leukocyte Elastase,drugs
"Leukocyte Elastase, Polymorphonuclear",D019272,Leukocyte Elastase,drugs
"Botulinum Toxins, Type A",D019274,"Botulinum Toxins, Type A",drugs
Botulinum A Toxin,D019274,"Botulinum Toxins, Type A",drugs
"Toxin, Botulinum A",D019274,"Botulinum Toxins, Type A",drugs
Botulinum Neurotoxin A,D019274,"Botulinum Toxins, Type A",drugs
"Neurotoxin A, Botulinum",D019274,"Botulinum Toxins, Type A",drugs
Botulinum Neurotoxin Type A,D019274,"Botulinum Toxins, Type A",drugs
Botulinum Toxin A,D019274,"Botulinum Toxins, Type A",drugs
"Toxin A, Botulinum",D019274,"Botulinum Toxins, Type A",drugs
Botulinum Toxin Type A,D019274,"Botulinum Toxins, Type A",drugs
Clostridium botulinum A Toxin,D019274,"Botulinum Toxins, Type A",drugs
Clostridium Botulinum Toxin Type A,D019274,"Botulinum Toxins, Type A",drugs
Oculinum,D019274,"Botulinum Toxins, Type A",drugs
Botox,D019274,"Botulinum Toxins, Type A",drugs
Meditoxin,D019274,"Botulinum Toxins, Type A",drugs
Vistabel,D019274,"Botulinum Toxins, Type A",drugs
Neuronox,D019274,"Botulinum Toxins, Type A",drugs
Vistabex,D019274,"Botulinum Toxins, Type A",drugs
Radiopharmaceuticals,D019275,Radiopharmaceuticals,drugs
Radiopharmaceutical,D019275,Radiopharmaceuticals,drugs
Matrix Metalloproteinase 3,D019278,Matrix Metalloproteinase 3,drugs
"Metalloproteinase 3, Matrix",D019278,Matrix Metalloproteinase 3,drugs
Stromelysin,D019278,Matrix Metalloproteinase 3,drugs
Transin,D019278,Matrix Metalloproteinase 3,drugs
Stromelysin 1,D019278,Matrix Metalloproteinase 3,drugs
MMP-3 Metalloproteinase,D019278,Matrix Metalloproteinase 3,drugs
"Metalloproteinase, MMP-3",D019278,Matrix Metalloproteinase 3,drugs
MMP 3 Metalloproteinase,D019278,Matrix Metalloproteinase 3,drugs
MMP3 Metalloproteinase,D019278,Matrix Metalloproteinase 3,drugs
"Metalloproteinase, MMP3",D019278,Matrix Metalloproteinase 3,drugs
Resin Cements,D019279,Resin Cements,drugs
"Cements, Resin",D019279,Resin Cements,drugs
Resin Cement,D019279,Resin Cements,drugs
"Cement, Resin",D019279,Resin Cements,drugs
Branchio-Oto-Renal Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchio Oto Renal Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
BOR Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchio-Otorenal Dysplasia,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchio-Otorenal Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchiootorenal Dysplasia,D019280,Branchio-Oto-Renal Syndrome,diseases
"Dysplasia, Branchiootorenal",D019280,Branchio-Oto-Renal Syndrome,diseases
Melnick-Fraser Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Melnick Fraser Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchio-Oculo-Facial Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchio Oculo Facial Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
BOF Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
"Syndrome, BOF",D019280,Branchio-Oto-Renal Syndrome,diseases
"Branchial Clefts with Characteristic Facies, Growth Retardation, Imperforate Nasolacrimal Duct, and Premature Aging",D019280,Branchio-Oto-Renal Syndrome,diseases
Branchiooculofacial Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Hemangiomatous Branchial Clefts-Lip Pseudocleft Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Hemangiomatous Branchial Clefts Lip Pseudocleft Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Lee Root Fenske Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Lip Pseudocleft-Hemangiomatous Branchial Cyst Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Lip Pseudocleft Hemangiomatous Branchial Cyst Syndrome,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchiootorenal Syndrome 2,D019280,Branchio-Oto-Renal Syndrome,diseases
Branchiootorenal Syndrome 1,D019280,Branchio-Oto-Renal Syndrome,diseases
Wasting Syndrome,D019282,Wasting Syndrome,diseases
Wasting Syndromes,D019282,Wasting Syndrome,diseases
Wasting Disease,D019282,Wasting Syndrome,diseases
Wasting Diseases,D019282,Wasting Syndrome,diseases
"Pancreatitis, Acute Necrotizing",D019283,"Pancreatitis, Acute Necrotizing",diseases
Pancreatitis Necrotizing,D019283,"Pancreatitis, Acute Necrotizing",diseases
Pancreatitis Necrotizings,D019283,"Pancreatitis, Acute Necrotizing",diseases
Pancreatic Necrosis,D019283,"Pancreatitis, Acute Necrotizing",diseases
"Necrosis, Pancreatic",D019283,"Pancreatitis, Acute Necrotizing",diseases
Pancreatic Necroses,D019283,"Pancreatitis, Acute Necrotizing",diseases
Pancreatitis Necrotising,D019283,"Pancreatitis, Acute Necrotizing",diseases
Pancreatitis Necrotisings,D019283,"Pancreatitis, Acute Necrotizing",diseases
Acute Necrotizing Pancreatitis,D019283,"Pancreatitis, Acute Necrotizing",diseases
"Necrotizing Pancreatitis, Acute",D019283,"Pancreatitis, Acute Necrotizing",diseases
Hemorrhagic Necrotic Pancreatitis,D019283,"Pancreatitis, Acute Necrotizing",diseases
Hemorrhagic Necrotic Pancreatitides,D019283,"Pancreatitis, Acute Necrotizing",diseases
"Necrotic Pancreatitis, Hemorrhagic",D019283,"Pancreatitis, Acute Necrotizing",diseases
"Pancreatitis, Hemorrhagic Necrotic",D019283,"Pancreatitis, Acute Necrotizing",diseases
Thapsigargin,D019284,Thapsigargin,drugs
Endopeptidase K,D019286,Endopeptidase K,drugs
Tritirachium Alkaline Proteinase,D019286,Endopeptidase K,drugs
"Alkaline Proteinase, Tritirachium",D019286,Endopeptidase K,drugs
"Proteinase, Tritirachium Alkaline",D019286,Endopeptidase K,drugs
Protease K,D019286,Endopeptidase K,drugs
Proteinase K,D019286,Endopeptidase K,drugs
Zinc Sulfate,D019287,Zinc Sulfate,drugs
"Sulfate, Zinc",D019287,Zinc Sulfate,drugs
Zincteral,D019287,Zinc Sulfate,drugs
"Zinc Sulfate, Heptahydrate",D019287,Zinc Sulfate,drugs
Pyruvic Acid,D019289,Pyruvic Acid,drugs
"Acid, Pyruvic",D019289,Pyruvic Acid,drugs
Pyruvate,D019289,Pyruvic Acid,drugs
Megestrol Acetate,D019290,Megestrol Acetate,drugs
"Acetate, Megestrol",D019290,Megestrol Acetate,drugs
Megace,D019290,Megestrol Acetate,drugs
Megestat,D019290,Megestrol Acetate,drugs
Megostat,D019290,Megestrol Acetate,drugs
Apo-Megestrol,D019290,Megestrol Acetate,drugs
ApoMegestrol,D019290,Megestrol Acetate,drugs
Apo Megestrol,D019290,Megestrol Acetate,drugs
Borea,D019290,Megestrol Acetate,drugs
Lin-Megestrol,D019290,Megestrol Acetate,drugs
LinMegestrol,D019290,Megestrol Acetate,drugs
Lin Megestrol,D019290,Megestrol Acetate,drugs
Maygace,D019290,Megestrol Acetate,drugs
Megefren,D019290,Megestrol Acetate,drugs
Mestrel,D019290,Megestrol Acetate,drugs
Nu-Megestrol,D019290,Megestrol Acetate,drugs
NuMegestrol,D019290,Megestrol Acetate,drugs
Nu Megestrol,D019290,Megestrol Acetate,drugs
Skull Base Neoplasms,D019292,Skull Base Neoplasms,diseases
"Neoplasms, Skull Base",D019292,Skull Base Neoplasms,diseases
"Neoplasm, Skull Base",D019292,Skull Base Neoplasms,diseases
Skull Base Neoplasm,D019292,Skull Base Neoplasms,diseases
"Xanthomatosis, Cerebrotendinous",D019294,"Xanthomatosis, Cerebrotendinous",diseases
Cerebrotendinous Xanthomatoses,D019294,"Xanthomatosis, Cerebrotendinous",diseases
"Xanthomatoses, Cerebrotendinous",D019294,"Xanthomatosis, Cerebrotendinous",diseases
Van Bogaert-Scherer-Epstein Disease,D019294,"Xanthomatosis, Cerebrotendinous",diseases
"Bogaert-Scherer-Epstein Disease, Van",D019294,"Xanthomatosis, Cerebrotendinous",diseases
"Disease, Van Bogaert-Scherer-Epstein",D019294,"Xanthomatosis, Cerebrotendinous",diseases
Van Bogaert Scherer Epstein Disease,D019294,"Xanthomatosis, Cerebrotendinous",diseases
Cerebrotendinous Xanthomatosis,D019294,"Xanthomatosis, Cerebrotendinous",diseases
Cerebral Cholesterinosis,D019294,"Xanthomatosis, Cerebrotendinous",diseases
Cerebral Cholesterinoses,D019294,"Xanthomatosis, Cerebrotendinous",diseases
Capnography,D019296,Capnography,exams
Capnographies,D019296,Capnography,exams
"2,4-Dinitrophenol",D019297,"2,4-Dinitrophenol",drugs
"2,4 Dinitrophenol",D019297,"2,4-Dinitrophenol",drugs
"2,4-DNP",D019297,"2,4-Dinitrophenol",drugs
Glucose-6-Phosphate,D019298,Glucose-6-Phosphate,drugs
Glucose 6 Phosphate,D019298,Glucose-6-Phosphate,drugs
"Decompression, Surgical",D019299,"Decompression, Surgical",treatments
Surgical Decompression,D019299,"Decompression, Surgical",treatments
